Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,2019-05-06,Kolkata,Banglore,09:10:00,13:15:00,245,1,No info,8996
Multiple carriers,2019-05-15,Delhi,Cochin,10:35:00,19:00:00,505,1,No info,9103
Jet Airways,2019-03-01,Banglore,New Delhi,18:40:00,09:30:00,890,1,1 Long layover,31825
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,10:05:00,1055,1,No info,14781
Jet Airways,2019-05-18,Banglore,Delhi,08:20:00,11:20:00,180,0,No info,7229
IndiGo,2019-03-01,Banglore,New Delhi,23:30:00,02:20:00,170,0,No info,10067
Jet Airways,2019-04-09,Delhi,Cochin,09:40:00,04:25:00,1125,2,No info,10909
IndiGo,2019-04-27,Kolkata,Banglore,15:30:00,18:05:00,155,0,No info,4804
Jet Airways,2019-06-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,4050
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,23:35:00,1630,1,No info,14151
SpiceJet,2019-06-01,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,19:50:00,345,1,No info,14781
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,23:25:00,385,1,No info,9870
Air India,2019-05-27,Delhi,Cochin,13:30:00,23:00:00,570,1,No info,8907
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,07:40:00,530,1,No info,26890
GoAir,2019-04-15,Delhi,Cochin,07:00:00,12:55:00,355,1,No info,6195
Jet Airways,2019-03-21,Banglore,New Delhi,14:05:00,19:10:00,305,1,In-flight meal not included,7832
Multiple carriers,2019-03-21,Delhi,Cochin,08:55:00,15:30:00,395,1,No info,11269
Vistara,2019-03-24,Banglore,New Delhi,16:00:00,18:35:00,155,0,No info,5613
IndiGo,2019-05-01,Banglore,Delhi,00:30:00,03:25:00,175,0,No info,4284
Vistara,2019-05-06,Banglore,Delhi,21:00:00,23:50:00,170,0,No info,4668
Air India,2019-03-03,Delhi,Cochin,08:00:00,19:15:00,675,1,No info,15197
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,16:20:00,475,1,In-flight meal not included,9899
GoAir,2019-06-27,Delhi,Cochin,10:35:00,19:35:00,540,1,No info,3948
Jet Airways,2019-03-15,Banglore,New Delhi,08:55:00,08:15:00,1400,1,In-flight meal not included,10405
Multiple carriers,2019-06-09,Delhi,Cochin,11:35:00,01:30:00,835,3,No info,15419
Multiple carriers,2019-03-03,Delhi,Cochin,08:25:00,18:50:00,625,1,No info,15135
Multiple carriers,2019-03-21,Delhi,Cochin,06:00:00,12:35:00,395,1,No info,13369
Jet Airways,2019-06-27,Delhi,Cochin,11:40:00,19:00:00,440,2,No info,18804
Air Asia,2019-05-09,Delhi,Cochin,20:45:00,07:10:00,625,1,No info,6751
Air India,2019-05-09,Kolkata,Banglore,20:30:00,08:55:00,745,1,No info,10203
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,21:20:00,860,1,No info,27992
Air India,2019-06-12,Delhi,Cochin,07:10:00,19:15:00,725,2,No info,12488
Jet Airways,2019-04-12,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,5198
Jet Airways,2019-05-01,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,7229
Air India,2019-06-12,Kolkata,Banglore,05:50:00,23:15:00,1045,2,No info,12723
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,09:10:00,1630,2,No info,13169
Air India,2019-05-15,Kolkata,Banglore,09:25:00,18:20:00,535,2,No info,8366
Multiple carriers,2019-05-09,Delhi,Cochin,06:00:00,21:00:00,900,1,No info,7670
Jet Airways,2019-04-01,Banglore,Delhi,06:00:00,08:45:00,165,0,No info,7229
Vistara,2019-06-01,Banglore,Delhi,21:00:00,23:50:00,170,0,No info,4668
Air Asia,2019-03-09,Delhi,Cochin,20:10:00,07:10:00,660,1,No info,8327
Jet Airways,2019-05-21,Delhi,Cochin,20:55:00,12:35:00,940,1,In-flight meal not included,12898
IndiGo,2019-05-06,Kolkata,Banglore,06:20:00,10:20:00,240,1,No info,4226
Jet Airways,2019-06-27,Delhi,Cochin,19:15:00,19:00:00,1425,1,In-flight meal not included,10262
Multiple carriers,2019-06-24,Delhi,Cochin,04:55:00,19:00:00,845,1,No info,10678
Air India,2019-03-21,Delhi,Cochin,17:15:00,07:40:00,865,2,No info,8052
GoAir,2019-03-24,Banglore,New Delhi,11:40:00,14:35:00,175,0,No info,3898
Air Asia,2019-06-12,Kolkata,Banglore,10:20:00,12:55:00,155,0,No info,3807
IndiGo,2019-06-03,Delhi,Cochin,09:15:00,21:00:00,705,1,No info,6838
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,19:00:00,810,2,No info,13014
IndiGo,2019-04-12,Kolkata,Banglore,14:25:00,16:55:00,150,0,No info,5224
Multiple carriers,2019-06-06,Delhi,Cochin,13:00:00,01:30:00,750,1,No info,13377
GoAir,2019-05-21,Delhi,Cochin,07:00:00,12:55:00,355,1,No info,6633
Air Asia,2019-05-24,Kolkata,Banglore,07:35:00,23:30:00,955,1,No info,5192
IndiGo,2019-04-18,Banglore,Delhi,22:10:00,01:00:00,170,0,No info,4591
Air India,2019-05-12,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4880
Jet Airways,2019-04-27,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,7229
Jet Airways,2019-05-09,Delhi,Cochin,19:45:00,04:25:00,520,1,In-flight meal not included,12373
Air India,2019-04-27,Delhi,Cochin,14:10:00,17:10:00,180,0,No info,6094
Jet Airways,2019-06-12,Delhi,Cochin,20:55:00,12:35:00,940,1,In-flight meal not included,10262
Jet Airways,2019-04-09,Delhi,Cochin,11:40:00,19:00:00,440,2,No info,15439
IndiGo,2019-05-06,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,4077
GoAir,2019-05-18,Banglore,Delhi,20:55:00,23:40:00,165,0,No info,4632
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,18:00:00,505,1,No info,12692
IndiGo,2019-04-24,Kolkata,Banglore,19:20:00,23:45:00,265,1,No info,3480
Multiple carriers,2019-05-18,Delhi,Cochin,17:50:00,01:30:00,460,2,No info,19360
Jet Airways,2019-03-15,Banglore,New Delhi,11:40:00,08:15:00,1235,1,In-flight meal not included,9134
Multiple carriers,2019-06-24,Delhi,Cochin,14:00:00,21:00:00,420,1,No info,13587
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1,No info,15554
Jet Airways,2019-03-09,Banglore,New Delhi,19:55:00,22:35:00,160,0,No info,7229
IndiGo,2019-03-06,Delhi,Cochin,08:35:00,22:20:00,825,1,No info,7514
Multiple carriers,2019-06-06,Delhi,Cochin,08:00:00,21:00:00,780,1,No info,13587
Jet Airways,2019-06-09,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,7229
Jet Airways,2019-06-01,Delhi,Cochin,02:15:00,04:25:00,1570,1,In-flight meal not included,10262
IndiGo,2019-03-03,Delhi,Cochin,07:30:00,21:00:00,810,1,No info,14871
Multiple carriers,2019-05-27,Delhi,Cochin,08:45:00,19:00:00,615,1,No info,10529
IndiGo,2019-06-12,Delhi,Cochin,07:35:00,22:30:00,895,1,No info,6442
IndiGo,2019-05-21,Kolkata,Banglore,15:15:00,20:05:00,290,1,No info,5170
IndiGo,2019-05-15,Delhi,Cochin,07:35:00,22:30:00,895,1,No info,6442
IndiGo,2019-05-27,Banglore,Delhi,00:30:00,03:25:00,175,0,No info,3419
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,10:25:00,830,1,No info,17261
SpiceJet,2019-06-24,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3543
Air Asia,2019-05-12,Banglore,Delhi,11:10:00,13:55:00,165,0,No info,3383
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,11:25:00,990,1,In-flight meal not included,11087
Jet Airways,2019-04-18,Banglore,Delhi,07:10:00,10:10:00,180,0,No info,7229
Multiple carriers,2019-03-09,Delhi,Cochin,04:45:00,19:15:00,870,1,No info,11249
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,23:00:00,960,1,No info,16736
Jet Airways,2019-06-24,Delhi,Cochin,17:30:00,04:25:00,655,1,In-flight meal not included,10262
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,10262
Jet Airways,2019-05-15,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No info,5678
Multiple carriers,2019-03-21,Delhi,Cochin,09:00:00,15:30:00,390,1,No info,8307
Air India,2019-05-18,Delhi,Cochin,17:20:00,09:25:00,965,1,No info,7690
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,12:35:00,1390,2,No info,16704
Air India,2019-03-09,Delhi,Cochin,04:00:00,07:40:00,1660,1,No info,10315
Air India,2019-03-24,Kolkata,Banglore,07:00:00,08:55:00,1555,1,No info,12173
Air India,2019-04-03,Kolkata,Banglore,19:00:00,11:05:00,965,1,No info,4227
IndiGo,2019-06-12,Banglore,Delhi,06:05:00,08:50:00,165,0,No info,3943
Jet Airways,2019-06-01,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,7229
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,20:20:00,790,1,No info,8610
IndiGo,2019-03-09,Banglore,New Delhi,07:10:00,10:05:00,175,0,No info,7303
Jet Airways,2019-03-18,Banglore,New Delhi,18:40:00,07:40:00,780,1,In-flight meal not included,10972
Multiple carriers,2019-05-18,Delhi,Cochin,10:20:00,21:00:00,640,1,No info,7670
Air India,2019-05-15,Delhi,Cochin,10:00:00,19:15:00,555,1,No info,8372
IndiGo,2019-06-01,Delhi,Cochin,15:00:00,01:30:00,630,1,No info,6628
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,12:35:00,1415,1,In-flight meal not included,10262
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,09:20:00,1010,1,No info,14178
Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,18:50:00,820,2,In-flight meal not included,8518
Jet Airways,2019-06-24,Delhi,Cochin,14:35:00,12:35:00,1320,2,No info,13376
Vistara,2019-06-12,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No info,8452
Jet Airways,2019-06-24,Delhi,Cochin,02:15:00,12:35:00,620,1,No info,18371
SpiceJet,2019-04-03,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No check-in baggage included,1965
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,12:35:00,1025,2,In-flight meal not included,10368
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1,No info,11467
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,04:40:00,730,1,No info,14781
Air India,2019-03-06,Mumbai,Hyderabad,20:15:00,09:15:00,780,1,No info,9535
Air India,2019-04-03,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No info,2050
Jet Airways,2019-06-12,Delhi,Cochin,19:30:00,04:25:00,535,2,In-flight meal not included,10368
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,22:35:00,850,1,In-flight meal not included,10031
SpiceJet,2019-04-21,Kolkata,Banglore,09:00:00,11:25:00,145,0,No info,4491
Jet Airways,2019-05-15,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,7229
SpiceJet,2019-03-03,Banglore,New Delhi,10:20:00,18:15:00,475,1,No info,11401
IndiGo,2019-06-27,Chennai,Kolkata,14:45:00,17:05:00,140,0,No info,3597
Vistara,2019-06-12,Kolkata,Banglore,17:00:00,09:05:00,965,1,No info,7927
SpiceJet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,No info,4174
Air India,2019-05-01,Kolkata,Banglore,07:00:00,16:15:00,555,1,No info,10203
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,20:20:00,790,1,No info,8610
Jet Airways,2019-06-12,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,5769
IndiGo,2019-05-01,Kolkata,Banglore,11:30:00,14:05:00,155,0,No info,5644
Jet Airways,2019-06-03,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,5769
Jet Airways,2019-05-15,Banglore,Delhi,06:00:00,08:45:00,165,0,No info,7229
IndiGo,2019-06-09,Kolkata,Banglore,06:20:00,10:20:00,240,1,No info,4226
IndiGo,2019-03-09,Banglore,New Delhi,12:05:00,17:05:00,300,1,No info,4588
Jet Airways,2019-05-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4995
Jet Airways,2019-04-01,Delhi,Cochin,17:30:00,12:35:00,1145,1,In-flight meal not included,5406
SpiceJet,2019-06-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,No info,3873
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,18:50:00,440,1,No info,17024
SpiceJet,2019-06-09,Delhi,Cochin,08:45:00,13:15:00,270,1,No check-in baggage included,5158
Jet Airways,2019-05-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No info,8040
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,16:20:00,635,1,In-flight meal not included,10844
Air India,2019-05-12,Chennai,Kolkata,11:40:00,13:55:00,135,0,No info,4667
Jet Airways,2019-04-03,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No info,5678
Air India,2019-05-12,Kolkata,Banglore,05:50:00,20:25:00,875,2,No info,12513
Jet Airways,2019-06-27,Banglore,Delhi,07:10:00,10:10:00,180,0,No info,8016
SpiceJet,2019-06-01,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3543
Jet Airways,2019-03-21,Delhi,Cochin,17:30:00,04:25:00,655,1,In-flight meal not included,5963
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,16:20:00,475,1,No info,14781
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,12:35:00,1655,1,In-flight meal not included,12373
Jet Airways,2019-06-01,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,18:25:00,760,1,In-flight meal not included,9134
Jet Airways,2019-06-06,Delhi,Cochin,14:35:00,04:25:00,830,2,In-flight meal not included,10919
IndiGo,2019-05-01,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No info,4575
IndiGo,2019-06-15,Delhi,Cochin,05:35:00,08:50:00,195,0,No info,5601
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,23:35:00,395,1,No info,14151
Air India,2019-05-06,Kolkata,Banglore,12:00:00,07:55:00,1195,2,No info,10151
Vistara,2019-04-18,Banglore,Delhi,09:45:00,12:35:00,170,0,No info,5403
IndiGo,2019-05-27,Delhi,Cochin,02:00:00,07:45:00,345,1,No info,6147
IndiGo,2019-06-27,Kolkata,Banglore,14:25:00,16:55:00,150,0,No info,4804
Multiple carriers,2019-03-27,Delhi,Cochin,08:55:00,19:15:00,620,1,No info,8371
Jet Airways,2019-06-09,Delhi,Cochin,19:30:00,04:25:00,535,2,No info,13014
Air Asia,2019-05-24,Banglore,Delhi,04:55:00,07:45:00,170,0,No info,3383
SpiceJet,2019-03-06,Chennai,Kolkata,17:45:00,20:05:00,140,0,No info,7298
Jet Airways,2019-04-03,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,4544
Multiple carriers,2019-03-06,Delhi,Cochin,08:55:00,15:30:00,395,1,No info,15147
Multiple carriers,2019-03-09,Delhi,Cochin,04:45:00,19:45:00,900,1,No info,10782
IndiGo,2019-05-15,Delhi,Cochin,15:10:00,20:00:00,290,1,No info,6027
Air India,2019-03-27,Delhi,Cochin,06:10:00,08:15:00,1565,1,No info,6681
IndiGo,2019-06-24,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,3943
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,12:35:00,885,1,In-flight meal not included,12898
IndiGo,2019-06-06,Delhi,Cochin,18:35:00,01:30:00,415,1,No info,6628
Air India,2019-04-03,Delhi,Cochin,20:30:00,23:00:00,1590,1,No info,5022
Air India,2019-06-03,Delhi,Cochin,07:10:00,07:40:00,1470,2,No info,12698
Air Asia,2019-06-09,Delhi,Cochin,20:45:00,07:10:00,625,1,No info,10794
IndiGo,2019-06-09,Delhi,Cochin,11:25:00,21:00:00,575,1,No info,6416
SpiceJet,2019-03-09,Kolkata,Banglore,22:20:00,00:40:00,140,0,No info,4622
IndiGo,2019-05-27,Banglore,Delhi,13:00:00,15:50:00,170,0,No info,3943
Air Asia,2019-06-06,Kolkata,Banglore,19:55:00,22:25:00,150,0,No info,4508
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,22:40:00,930,1,No info,8452
Air India,2019-05-12,Kolkata,Banglore,16:45:00,08:55:00,970,2,No info,13437
Vistara,2019-05-18,Chennai,Kolkata,17:45:00,20:05:00,140,0,No info,11982
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,10844
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,19:00:00,300,1,No info,14714
IndiGo,2019-06-27,Delhi,Cochin,06:40:00,21:00:00,860,1,No info,6093
IndiGo,2019-04-06,Delhi,Cochin,04:55:00,13:20:00,505,1,No info,5307
GoAir,2019-05-15,Delhi,Cochin,14:25:00,19:35:00,310,1,No info,10188
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,08:15:00,735,1,No info,14571
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,555,2,No info,10976
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,16:20:00,590,1,In-flight meal not included,10844
IndiGo,2019-04-09,Kolkata,Banglore,20:20:00,22:55:00,155,0,No info,4488
Air India,2019-05-24,Delhi,Cochin,23:00:00,19:15:00,1215,1,No info,8582
Jet Airways,2019-06-24,Delhi,Cochin,19:45:00,12:35:00,1010,1,In-flight meal not included,10262
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No info,8662
Jet Airways,2019-03-27,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,In-flight meal not included,2071
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,15:15:00,980,1,In-flight meal not included,11087
Air India,2019-04-18,Banglore,Delhi,21:05:00,23:55:00,170,0,No info,5228
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,16:20:00,590,1,No info,12996
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,23:00:00,900,1,No info,16736
Jet Airways,2019-05-01,Kolkata,Banglore,18:55:00,10:05:00,910,1,No info,13941
Air India,2019-03-15,Banglore,New Delhi,13:50:00,22:10:00,500,1,No info,9166
Air India,2019-03-03,Delhi,Cochin,05:15:00,06:50:00,1535,1,No info,12677
Air India,2019-03-24,Chennai,Kolkata,11:40:00,13:55:00,135,0,No info,4405
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,23:35:00,840,1,No info,12121
Air India,2019-06-06,Banglore,Delhi,21:05:00,23:55:00,170,0,No info,6121
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,09:20:00,1495,1,No info,14388
Jet Airways,2019-04-01,Kolkata,Banglore,20:25:00,10:55:00,870,1,No info,11467
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,10:25:00,780,1,No info,13817
Air India,2019-05-06,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No info,3100
Multiple carriers,2019-05-21,Delhi,Cochin,11:40:00,19:15:00,455,1,No info,8266
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,23:25:00,1660,1,No info,13759
IndiGo,2019-06-09,Banglore,Delhi,00:25:00,03:15:00,170,0,No info,3943
Multiple carriers,2019-03-27,Delhi,Cochin,18:15:00,01:35:00,440,1,No info,12327
IndiGo,2019-06-12,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No info,4049
SpiceJet,2019-06-01,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3573
Air Asia,2019-05-15,Kolkata,Banglore,19:55:00,22:25:00,150,0,No info,4409
Air India,2019-03-27,Delhi,Cochin,07:05:00,09:25:00,1580,2,No info,6565
IndiGo,2019-04-15,Kolkata,Banglore,21:25:00,00:05:00,160,0,No info,4174
Jet Airways,2019-05-24,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,4030
Air Asia,2019-03-21,Kolkata,Banglore,10:20:00,12:55:00,155,0,No info,4082
Air India,2019-05-24,Kolkata,Banglore,09:10:00,11:05:00,1555,2,No info,6117
Jet Airways,2019-03-21,Banglore,New Delhi,05:50:00,12:20:00,390,1,In-flight meal not included,6163
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,04:25:00,745,1,In-flight meal not included,6540
SpiceJet,2019-05-12,Kolkata,Banglore,15:05:00,20:20:00,315,1,No info,4649
Jet Airways,2019-06-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,In-flight meal not included,10262
Vistara,2019-04-06,Banglore,Delhi,19:30:00,22:15:00,165,0,No info,5613
IndiGo,2019-03-24,Banglore,New Delhi,08:30:00,11:30:00,180,0,No info,6144
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,22:05:00,1745,1,No info,13067
Vistara,2019-03-03,Banglore,New Delhi,21:10:00,00:05:00,175,0,No info,7608
Multiple carriers,2019-06-09,Delhi,Cochin,10:00:00,01:30:00,930,1,No info,7198
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,23:35:00,425,1,No info,13941
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,04:25:00,1125,2,In-flight meal not included,10368
SpiceJet,2019-06-27,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3543
IndiGo,2019-03-27,Kolkata,Banglore,20:25:00,23:05:00,160,0,No info,4462
Air India,2019-03-24,Kolkata,Banglore,05:50:00,13:40:00,470,2,No info,8005
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,22:35:00,1660,1,In-flight meal not included,7064
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,21:05:00,1480,1,No info,12121
Air India,2019-05-09,Delhi,Cochin,12:00:00,19:15:00,435,2,No info,8918
Air India,2019-05-12,Kolkata,Banglore,09:25:00,21:50:00,745,1,No info,8891
Air India,2019-05-01,Kolkata,Banglore,10:00:00,16:15:00,375,1,No info,10203
Multiple carriers,2019-05-15,Delhi,Cochin,13:00:00,21:00:00,480,1,No info,8073
IndiGo,2019-03-03,Delhi,Cochin,16:10:00,22:20:00,370,1,No info,11237
Jet Airways,2019-06-12,Delhi,Cochin,06:45:00,04:25:00,1300,2,No info,13376
Multiple carriers,2019-06-09,Delhi,Cochin,07:10:00,22:30:00,920,1,No info,6513
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,04:40:00,585,1,No info,13731
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,19:50:00,1430,1,In-flight meal not included,7064
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,19:10:00,805,1,No info,16736
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,10:05:00,845,1,In-flight meal not included,8586
Multiple carriers,2019-06-15,Delhi,Cochin,06:00:00,19:00:00,780,1,No info,11789
IndiGo,2019-05-24,Kolkata,Banglore,11:30:00,14:05:00,155,0,No info,5224
IndiGo,2019-05-15,Delhi,Cochin,21:05:00,00:20:00,195,0,No info,6834
IndiGo,2019-06-15,Delhi,Cochin,16:00:00,01:30:00,570,1,No info,6316
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,1925,2,No info,11869
Air Asia,2019-03-06,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,4384
IndiGo,2019-04-21,Kolkata,Banglore,14:25:00,16:55:00,150,0,No info,5644
Air India,2019-03-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,No info,19681
Multiple carriers,2019-06-06,Delhi,Cochin,10:00:00,01:30:00,930,1,No info,13377
Multiple carriers,2019-03-09,Delhi,Cochin,09:45:00,21:20:00,695,2,No info,10090
Jet Airways,2019-03-06,Mumbai,Hyderabad,17:50:00,16:50:00,1380,2,No info,20845
Vistara,2019-06-24,Banglore,Delhi,17:00:00,19:35:00,155,0,No info,4878
IndiGo,2019-06-01,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No info,2227
IndiGo,2019-05-18,Delhi,Cochin,07:35:00,16:10:00,515,1,No info,6442
SpiceJet,2019-05-27,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3257
Jet Airways,2019-06-15,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,7229
Air India,2019-05-01,Kolkata,Banglore,20:30:00,13:45:00,1035,2,No info,15164
IndiGo,2019-03-24,Banglore,New Delhi,10:10:00,13:00:00,170,0,No info,10067
Air India,2019-03-15,Delhi,Cochin,14:10:00,17:10:00,180,0,No info,5674
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,10:25:00,1220,1,No info,20800
IndiGo,2019-05-18,Delhi,Cochin,06:50:00,22:30:00,940,1,No info,7144
Air India,2019-05-27,Delhi,Cochin,05:10:00,08:00:00,170,0,No info,6094
Jet Airways,2019-05-18,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4050
SpiceJet,2019-06-24,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3859
Jet Airways,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,1950,2,No info,11664
Multiple carriers,2019-03-06,Delhi,Cochin,07:10:00,21:20:00,850,2,In-flight meal not included,7731
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,19:10:00,575,1,No info,12692
Air India,2019-05-18,Delhi,Cochin,13:15:00,09:25:00,1210,2,No info,11307
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,04:40:00,450,1,In-flight meal not included,8586
IndiGo,2019-03-21,Banglore,New Delhi,11:20:00,15:25:00,245,1,No info,5746
Multiple carriers,2019-03-21,Delhi,Cochin,08:00:00,19:15:00,675,1,No info,13378
Air India,2019-03-24,Banglore,New Delhi,17:00:00,19:45:00,165,0,No info,7486
SpiceJet,2019-03-06,Chennai,Kolkata,09:30:00,12:05:00,155,0,No info,7298
Multiple carriers,2019-06-12,Delhi,Cochin,11:40:00,21:00:00,560,1,No info,7005
IndiGo,2019-05-12,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4804
IndiGo,2019-03-09,Delhi,Cochin,04:45:00,12:55:00,490,1,No info,16162
IndiGo,2019-04-24,Banglore,Delhi,00:30:00,03:25:00,175,0,No info,3419
Air Asia,2019-05-01,Kolkata,Banglore,15:10:00,23:30:00,500,2,No info,5192
Air Asia,2019-04-15,Kolkata,Banglore,10:20:00,12:55:00,155,0,No info,4409
Jet Airways,2019-04-18,Banglore,Delhi,08:20:00,11:20:00,180,0,No info,7229
IndiGo,2019-03-15,Banglore,New Delhi,16:55:00,21:50:00,295,1,No info,5397
Jet Airways,2019-04-15,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,6542
GoAir,2019-03-27,Delhi,Cochin,10:25:00,19:20:00,535,1,No info,5281
Multiple carriers,2019-06-06,Delhi,Cochin,12:50:00,19:15:00,385,1,No info,8266
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,10262
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,20:25:00,1445,1,No info,11105
Jet Airways,2019-04-03,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,4544
Air India,2019-03-06,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,4960
